Average Linear Utility,Average Maximum Utility,Average Polarized Winner,Least Polarized Winner,Most Blocking Loser,Most Polarized Winner,Nash Product Welfare,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
2.8954283730158727,0.8644884920634918,0.11963811321128097,0.10370763850175119,0.415,0.12577637695134888,1.1429285630120254,1.2185504620192045,0.012570959024328223,8.549677411493536e-5,494312048904701696,SDV,5,0.9120420248719145
2.870001984126984,0.8888565476190474,0.11976726890093763,0.10370763850175119,0.415,0.12577637695134888,1.1358689460924516,1.1877420980859221,0.011972863456443205,8.410137457278884e-5,494312048904701696,SSQ,5,0.9120420248719145
1.9373390873015872,0.8817444444444443,0.11376664671909051,0.09255279600208108,0.0,0.1285994875491096,0.8799050336060094,0.13785654457515825,0.010115113141100652,0.0002299746379489577,494312048904701696,AS,5,0.9120420248719145
2.8545269841269847,0.8879567460317458,0.12473851345295035,0.11938500451563497,0.3225,0.1285994875491096,1.137255426194055,1.114814426383008,0.011346942714081912,1.1213979363178655e-5,494312048904701696,STV,5,0.9120420248719145
2.8954283730158727,0.8644884920634918,0.11963811321128097,0.10370763850175119,0.415,0.12577637695134888,1.1429285630120254,1.2185504620192045,0.012570959024328223,8.549677411493536e-5,494312048904701696,SSS,5,0.9120420248719145
2.8303845238095238,0.8636099206349204,0.11983026929550378,0.10067319271719355,0.5475,0.12577637695134888,1.1181465027858326,1.2233031898033606,0.018253764037315958,0.00011583044848396253,494312048904701696,MES_ExMQ,5,0.9120420248719145
1.8248623015873013,0.8426446428571426,0.11059888285815878,0.10067319271719355,0.0075,0.12577637695134888,0.8315381135980874,0.1470019734594874,0.01793315335857491,0.0001847654825697703,494312048904701696,MES_ExLR,5,0.9120420248719145
2.111266865079365,0.8578575396825397,0.10104221239053168,0.06871294424923315,0.01,0.14666742028858828,0.9447101834137548,0.20300901591570392,0.013789576571953146,0.0009837382611544625,1846989718275410176,SDV,5,0.22258423381026216
2.2304886904761907,0.703485119047619,0.08016586679571361,0.04228569231449784,0.15,0.10924874011079616,0.9571040086190636,0.6164671232548358,0.0658461054024351,0.000781628268337733,1846989718275410176,SSQ,5,0.22258423381026216
2.010989880952381,0.8632613095238093,0.10958388445867713,0.0666116691225431,0.0225,0.15405837557821328,0.9037932557956829,0.20927340909207284,0.014466632465538313,0.0016134498572788602,1846989718275410176,AS,5,0.22258423381026216
2.0305724206349205,0.9087815476190475,0.11243751889648687,0.06871294424923315,0.0,0.1683183378599968,0.9175451236582474,0.13613803448299955,0.00785786549260867,0.0016337238549928455,1846989718275410176,STV,5,0.22258423381026216
2.112916666666667,0.8514795634920634,0.09949880007484532,0.0666116691225431,0.0125,0.14666742028858828,0.9445110943264429,0.21523494795709777,0.015149482776748347,0.0010987236606218355,1846989718275410176,SSS,5,0.22258423381026216
