Average Polarized Winner,Harmonic Utility,Least Polarized Winner,Linear Utility,LogProduct Utility,Maximin Support,Maximum Utility,Most Blocking Loser,Most Polarized Winner,PreferredToRule,Variance Linear Utility,Variance Maximum Utility,Variance Polarized Winner,hpuid,methodname,numwinners,stratpct
0.1161620043934004,1.1823052742269242,0.11377518092379524,2.0817583333333336,0.562739140573633,0.48409772727272743,0.49166666666666664,0.3,0.11874267626868984,-1.0,3.508259287907842,0.1473656272580734,2.844659840251254e-6,1315574790024478976,DRB4,6,0.747365040660641
0.11653304653484149,1.1731517060007508,0.11496136783669612,2.116908333333334,0.5513464796535261,0.4534217391304347,0.45522500000000005,0.363,0.11874267626868984,1.0,3.8173154048552047,0.145422493955311,1.5452244452324446e-6,1315574790024478976,EAZ,6,0.747365040660641
0.11633534871602465,1.1813156623642302,0.11377518092379524,2.077483333333334,0.5617921719350079,0.49107612612612617,0.49476666666666663,0.267,0.11874267626868984,0.0,3.499410204824635,0.1492911466844533,2.525452891832048e-6,1315574790024478976,MES_ExLR,6,0.747365040660641
0.1057588823462657,0.9767914945857892,0.09004002445667282,1.670375,0.34696803231530576,0.3966738095238096,0.4050666666666667,0.984,0.11626981261464059,-1.0,3.3187652142043236,0.15172296815074204,7.732047648596829e-5,1315574790024478976,STV,6,0.747365040660641
0.13653869181118336,0.9885640865933829,0.12916594901617476,1.5602916666666664,0.3659463014737277,0.36022000000000004,0.5607916666666666,0.912,0.15389010275971324,0.0,2.705228223486744,0.16531494740425765,8.182090041806205e-5,1387064957614243840,AS,6,0.5931554380778675
0.13653869181118336,0.9885640865933829,0.12916594901617476,1.5602916666666664,0.3659463014737277,0.36022000000000004,0.5607916666666666,0.912,0.15389010275971324,1.0,2.705228223486744,0.16531494740425765,8.182090041806205e-5,1387064957614243840,DRB1,6,0.5931554380778675
0.1292645914160784,0.7599222749917354,0.1248586903868602,1.520066666666667,0.10806207385110483,0.2967,0.2967,1.89,0.13601403305819568,-1.0,4.489183587349227,0.1663228269690401,1.672753883199396e-5,1387064957614243840,DRB2,6,0.5931554380778675
0.13653869181118336,0.9885640865933829,0.12916594901617476,1.5602916666666664,0.3659463014737277,0.36022000000000004,0.5607916666666666,0.912,0.15389010275971324,1.0,2.705228223486744,0.16531494740425765,8.182090041806205e-5,1387064957614243840,DRB3,6,0.5931554380778675
0.1292645914160784,0.7599222749917354,0.1248586903868602,1.520066666666667,0.10806207385110483,0.2967,0.2967,1.89,0.13601403305819568,-1.0,4.489183587349227,0.1663228269690401,1.672753883199396e-5,1387064957614243840,DRB4,6,0.5931554380778675
0.1292645914160784,0.7599222749917354,0.1248586903868602,1.520066666666667,0.10806207385110483,0.2967,0.2967,1.89,0.13601403305819568,-1.0,4.489183587349227,0.1663228269690401,1.672753883199396e-5,1387064957614243840,EAZ,6,0.5931554380778675
0.1323693317607878,0.768939034338135,0.12887394245733982,1.5539416666666666,0.11714269566149707,0.3031833333333333,0.30318333333333336,1.89,0.136123739369685,1.0,4.618813731240621,0.17091254488355304,1.2496008692757226e-5,1387064957614243840,MES_ExLR,6,0.5931554380778675
0.14237087791580974,0.7009477004908676,0.13131570201767545,1.4934,0.04381215969365449,0.2815583333333332,0.28155833333333335,2.172,0.15389010275971324,-1.0,5.016915453282199,0.17777837745261532,8.689626518900619e-5,1387064957614243840,STV,6,0.5931554380778675
0.10814200432392122,0.7915371397007578,0.10321278166861207,1.4317916666666666,0.1456113542805861,0.32068333333333326,0.3206833333333333,1.83,0.11318093428658774,0.0,3.493223818506479,0.1594144069256849,1.42771642451813e-5,1651438589926032384,AS,6,0.006106522777231893
